,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
ITPRIPL2,7.25050074714937e-07,2.77059739249338e-07,3.82960057935176e-07,0,0,1.04898685570839e-06,0,0,0,0,0,0,0,9.27185003001394e-07
SYT17,8.35999284511608e-08,6.00800623411616e-07,0,0,0,2.19354009073923e-06,0,0,0,0,0,0,0,0
TMC5,0,0,0,0,0,0,1.3180485692422e-06,0,0,0,0,0,0,0
GDE1,1.07417452077478e-09,2.58382600976146e-09,1.51403053674703e-09,2.33877364540562e-09,2.67192606975574e-09,1.24427525146312e-09,1.67341925771083e-09,0,1.35495929318483e-09,0,5.19097432717048e-10,4.84355541414975e-10,0,1.00601208785528e-09
CCP110,4.15401733608619e-10,9.59378176798187e-10,1.79951208106135e-09,5.80795457371467e-10,2.07402080565976e-09,2.33000914414143e-10,6.27311567181672e-10,1.67275995530912e-09,0,2.23024305866727e-09,1.11212172615504e-09,0,0,6.9414987098029e-10
C16orf62,1.6243671094624e-08,1.50012132495014e-08,1.8708503287119e-08,2.62473883341959e-08,3.57353771174149e-08,3.59287529747972e-08,8.73351451486957e-09,9.69960117329189e-09,0,2.63140463124237e-08,7.6076304511231e-09,2.07765497640443e-08,1.47003688872512e-08,3.07435370051586e-08
KNOP1,2.49753492610324e-10,9.9051906547285e-10,8.63805509457962e-10,3.59545312413773e-09,9.32523858165853e-10,1.33487761808162e-09,1.75821800256273e-09,2.03041355457618e-09,7.63342450374549e-10,0,6.21853661578323e-09,2.15774577591262e-09,0,3.37011229739509e-10
IQCK,0,1.24876518840067e-08,0,0,0,1.14263239842864e-08,0,0,0,0,0,2.64538856321657e-08,4.86034305735933e-08,0
ACSM3,2.37405091730094e-09,1.70782709380373e-08,0,0,2.54400893739705e-08,0,0,0,0,0,0,3.46366570529265e-08,8.10072694980381e-08,0
ACSM1,0,0,0,0,0,1.42388117249124e-07,0,0,0,0,0,0,4.42820258880938e-07,0
THUMPD1,4.61602570736133e-10,1.42838882970948e-09,9.99054628663224e-10,8.90335226381673e-10,7.97454565501854e-10,1.59216539353835e-09,1.14836610741593e-09,3.43480207402813e-09,2.36264270126806e-09,4.66486241993876e-09,1.09603842130354e-09,2.32460239060759e-09,5.20789271001535e-10,0
ERI2,3.40886288504818e-10,7.92240884593416e-10,0,0,2.80182931773916e-09,0,0,0,0,0,0,1.69548391492401e-09,0,0
AC004381.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCUN1D3,6.16485709924002e-11,4.15670198946708e-11,9.00067485314768e-11,0,0,4.96100634990415e-11,0,8.59288466831441e-11,0,0,0,0,0,0
LYRM1,1.84375287590508e-10,2.97627102640233e-10,3.36140281845719e-10,6.54086137649673e-10,1.01960570233942e-10,6.19303897010055e-10,1.84845249775765e-10,2.92826856257415e-10,9.04160741833876e-11,6.1803881587846e-10,3.2523721183977e-10,2.63599378509469e-10,3.83765830278522e-10,4.00817165074172e-11
TMEM159,6.95186939003729e-08,1.9007429367904e-08,0,0,0,1.99479639633947e-08,5.10868336499003e-08,4.08974737748761e-08,5.31957747202539e-08,0,0,0,0,5.64451506213508e-08
METTL9,3.8707203254864e-08,2.09990980535542e-08,3.37865761283416e-08,1.82773450829508e-08,1.63265919344002e-08,1.83645403584763e-08,1.28960428262396e-08,7.50468315734453e-09,1.58332027227875e-08,2.15108326895138e-08,1.79683940225272e-08,2.24629460076995e-08,1.10971705493615e-08,1.82506273123569e-08
IGSF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTOA,1.52510552019696e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.16667717235192e-07
RP11-645C24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UQCRC2,1.19027829237419e-08,2.27851387324533e-08,1.49821584905803e-08,2.2807471445899e-08,1.86331497210101e-08,1.11933285456599e-08,1.81580046368959e-08,3.01184203770711e-08,1.60016095742895e-08,1.75377796362551e-08,2.61465214369617e-08,3.38099140932617e-08,5.89232065753879e-09,9.94462239273655e-09
C16orf52,1.21454363907977e-08,2.95059054016369e-08,0,0,0,0,0,0,0,0,0,0,0,0
SDR42E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF2K,0,0,0,0,0,5.67294826564622e-09,0,1.07460408074684e-08,0,3.16769704929562e-08,0,1.77495868710455e-08,0,0
POLR3E,3.17253957971142e-10,1.2410771345801e-09,4.61295074945329e-10,1.86422087777432e-09,8.42929430294257e-10,3.09522502462511e-10,6.21441747074482e-10,1.50286866372517e-09,6.80069957719026e-10,2.37198528180144e-09,3.20308131584186e-09,1.46760226382324e-09,0,4.4237198787952e-10
CDR2,3.99116796912125e-08,1.94690076672514e-07,7.00682131609323e-08,1.09869324591489e-07,0,0,0,5.08711222773838e-07,9.55701562771682e-08,0,9.45920588078247e-08,0,0,2.32557630671858e-07
NPIPB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP31,1.23838882794971e-08,4.41688020995093e-08,0,0,0,0,0,0,0,0,1.86509083324395e-07,0,0,8.49623167543645e-08
COG7,3.2533423947097e-11,0,5.12983936450846e-11,6.98265912922947e-11,0,5.27414681834618e-11,1.34395813283563e-10,0,9.10809917230941e-11,0,6.65597375928545e-11,0,0,3.71726257511323e-11
CTD-2270L9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GGA2,2.28668559358805e-08,1.81597520854414e-08,3.83881097026033e-08,5.85534448995284e-08,9.11410236269358e-08,3.77913920174205e-08,8.82762851739336e-08,5.82277786825231e-09,7.42048280819241e-09,4.12712610568515e-08,3.15681351148785e-08,6.72281874552747e-08,9.79799261096225e-08,1.75796053633616e-08
EARS2,0,3.59848875253362e-10,0,0,0,0,0,0,0,0,6.95813965805034e-10,6.74007380193127e-10,0,0
UBFD1,1.97008247137815e-09,1.56005165075537e-09,1.82137409093072e-09,0,3.57442690542415e-09,1.45529136598394e-09,0,2.36188799588266e-09,8.21374800792821e-10,0,5.42893046897452e-09,2.95914073376891e-09,3.03199340833497e-09,1.83863286227908e-09
NDUFAB1,7.66235704022975e-09,1.7577937543827e-08,2.29837078347785e-08,1.56032315343247e-08,1.15454154872899e-08,6.10950809718975e-09,1.32072414423844e-08,2.08354398953482e-08,9.74393250441661e-09,2.17872548491366e-08,3.4117384070088e-08,2.50664227190537e-08,9.09795820027793e-09,1.0236547471866e-08
PALB2,1.01887607480397e-10,0,0,0,0,4.27888184063227e-10,0,0,9.01081217866857e-10,3.22264855654743e-09,0,6.94643729314738e-10,0,0
DCTN5,2.22138221393212e-09,3.00333833733596e-09,6.89254462228289e-10,2.24548481616914e-09,3.40199551588108e-09,2.22741184423575e-09,2.17028137795875e-09,2.96578677581285e-09,2.20512112126886e-09,0,4.36512065975897e-09,4.05813789345554e-09,3.36560665443315e-09,2.07561401148823e-09
CTD-2196E14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLK1,0,0,1.63039807059114e-08,0,0,0,0,0,0,0,0,0,0,0
PRKCB,6.38377185238296e-05,0,3.45590371019153e-05,0,5.12295541532711e-05,9.01569264100052e-05,9.64597994059915e-05,0,0,0,4.12330803972e-05,0.000215733467326279,0,7.88466398756951e-05
RBBP6,1.27050915331676e-08,9.44332008356159e-09,1.9259449552661e-08,1.10364935261174e-08,3.06085337573194e-09,1.19443270228602e-08,7.23715202188197e-09,1.64247056919328e-08,5.29393405993949e-09,0,1.05483038301901e-08,2.36617426066414e-08,1.51775734899583e-08,1.99319187798265e-08
TNRC6A,2.25060435497003e-09,1.67886206680873e-09,2.98432666792128e-09,4.82532191859048e-09,1.84745447432419e-09,1.54706333450204e-09,7.11695367910019e-09,1.69078229242602e-09,1.60079150297296e-09,4.0905624700667e-09,2.34834177103995e-09,1.07494484775216e-09,2.35976275585662e-09,6.98614316569799e-10
CTD-2515A14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP17,7.87554528078529e-09,5.67171903105913e-09,7.18211355239323e-09,5.64919185480496e-09,4.61144650623519e-09,4.36774670391316e-09,0,2.89405078681975e-09,2.81829213759742e-09,0,0,1.04848288173563e-08,0,7.93399283613693e-09
RP11-266L9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-449H11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCMT1,2.23927292715777e-09,7.78431695334413e-09,4.50278082047822e-09,8.12643342429769e-09,4.75095929170216e-09,3.40936761683065e-09,1.13831993480454e-09,3.74296076565922e-09,6.66890843382077e-09,3.93292838353991e-09,5.85041935794087e-09,1.95009220665154e-09,3.61840523061524e-09,2.87513968622718e-09
ZKSCAN2,0,0,0,0,0,0,0,0,0,0,0,5.58573113198908e-10,0,0
AC002331.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM8,1.5678715499914e-10,0,0,0,0,2.63090606548701e-09,0,0,0,0,0,3.6562148172078e-09,0,0
CTD-3203P2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSMCE1,4.01319966900172e-10,4.37924153518754e-09,1.13651283903605e-09,4.8041572062668e-09,1.91933404143527e-09,9.33279559934907e-10,1.31201351846144e-09,4.96421469036509e-10,6.07582801647313e-09,2.77572506513187e-09,3.26268806425284e-09,3.36469153528905e-09,2.23797141789433e-09,5.65181335547632e-10
IL4R,6.13586301678808e-07,6.48399258279807e-06,3.08158153339618e-07,1.83222343512447e-06,1.14341447898434e-06,1.11230888148419e-06,0,1.33921988589042e-06,1.31782751070308e-06,1.22106342390051e-06,1.74717800282242e-06,1.28087223504357e-06,1.38565378109666e-06,1.80685641852764e-06
IL21R,1.72960338487043e-07,6.72855569932775e-07,6.19324794080828e-07,6.83258039427165e-07,0,1.46922949509017e-06,0,1.9894485177269e-06,1.83737342094564e-06,0,5.56027151261162e-06,2.04615881499789e-06,5.37757367367582e-06,0
GTF3C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0556,1.13189860148431e-09,0,0,0,0,0,0,6.73058268707681e-09,0,0,0,3.74007295521715e-09,0,0
XPO6,5.65074680608855e-10,6.82595699876727e-10,0,2.75593138595873e-10,0,2.83080648326466e-10,1.47816336994807e-09,2.3821778585387e-10,2.62989061927642e-10,0,1.96249987614572e-10,4.90166586112331e-10,4.51140443754728e-10,5.49813532437013e-10
SBK1,0,2.09344252357284e-06,0,0,1.26304129639524e-05,0,0,3.79501096354215e-06,0,0,0,0,0,0
NPIPB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLN3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOBR,1.86986874798538e-06,0,1.88534321024483e-06,2.23759750658748e-06,3.18963363373529e-06,1.61507173130724e-06,0,0,0,0,0,3.12863348929062e-07,0,7.30406409895629e-07
IL27,1.72411271519154e-05,0,2.51478068374003e-06,0,0,2.29492877999646e-06,6.53006339797881e-07,0,0,0,0,0,0,4.31436435746526e-06
CCDC101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1A1,1.30648034125998e-07,0,1.33952778260345e-07,0,0,4.97115896064953e-08,0,0,1.06342170737964e-07,0,6.46439959859983e-08,0,0,0
EIF3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1348G14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATXN2L,4.70617668771394e-09,2.29362279393653e-09,6.05593498678869e-09,0,1.63731186307618e-08,2.05106236755214e-09,5.6516413335657e-09,3.61454693441778e-09,6.49899128024641e-09,0,3.03494460062573e-09,4.69555247473972e-09,3.35810884407128e-09,7.54942256226226e-09
TUFM,4.45038578923465e-09,9.44712400415804e-09,7.45269312423108e-09,1.13267845614384e-08,7.91436997279224e-09,8.06922246013268e-09,1.2707113064004e-08,1.02564224791737e-08,7.87842070915645e-09,1.14789492449264e-08,2.44601387649414e-08,1.51057110381605e-08,1.20560097139597e-08,6.57432556470207e-09
SH2B1,2.77447573322612e-10,6.46710616686896e-10,4.29925046348561e-10,9.41549367343034e-10,6.45643738113679e-10,3.0964719136294e-10,0,4.06932485866122e-10,4.42037553658851e-10,0,1.30561344670983e-09,0,0,0
RP11-22P6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-22P6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RABEP2,7.47570153476122e-11,3.60550902050889e-10,1.38550339365922e-10,2.03833594143273e-10,2.88944682182228e-10,1.08954267747291e-10,1.78780842239012e-10,0,0,0,0,7.83205953071888e-10,1.0700028090989e-09,3.04438429417055e-10
CD19,2.43137187081756e-08,0,0,0,0,0,2.64212961575768e-06,0,0,0,2.09405806181231e-06,0,2.04864199686754e-06,0
NFATC2IP,1.69665468722986e-09,2.30647436036668e-09,2.12957601815984e-09,1.44575982143359e-09,1.39421852256376e-09,1.07792273162927e-09,4.50428447671622e-09,0,2.07213918816684e-09,1.82217436637803e-09,2.25105438387461e-09,4.4788829586428e-09,8.85341760702609e-10,2.33677384642652e-09
SPNS1,8.80120035212052e-09,1.52351275001844e-09,1.06371225632116e-08,2.59918964305817e-09,3.1026662297859e-09,6.3998319078744e-09,1.10906741321533e-09,2.08407042977756e-09,8.46192541339556e-10,0,2.86905513359747e-09,4.61049568776671e-09,1.26139848820546e-09,3.34576093630168e-09
LAT,2.41994186645277e-09,1.38337883376508e-08,4.36911785131448e-09,8.13040185338776e-09,1.01203337625732e-08,0,4.87245719714759e-10,3.00525112299516e-09,1.59783813664119e-08,6.37077394868251e-09,5.76219975831971e-10,3.32078226517038e-10,5.56855361230573e-10,1.78535095975498e-09
RP11-426C22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX29P2,1.19306623849414e-08,2.44555144882556e-08,0,0,0,0,0,0,0,2.4342893580794e-07,0,0,0,0
RP11-345J4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPN,2.75487232407781e-07,6.92361356229204e-07,9.7600629732467e-07,2.14668140506387e-06,1.14788516604076e-06,1.88010580537493e-06,0,0,2.54127508678668e-07,1.45582448796349e-06,0,3.28839469409957e-06,3.44311877609481e-07,1.5377819579124e-06
QPRT,1.55887218439097e-09,0,0,0,0,3.79028778497818e-08,0,0,0,0,0,1.02106254288362e-07,0,0
C16orf54,1.166095548886e-07,2.14506618689462e-07,0,4.87534023980829e-07,6.86917391439205e-07,1.46079904989796e-07,2.36989841107013e-07,4.57416850420054e-07,2.61767596883992e-07,0,0,3.98005777153554e-07,0,0
KIF22,4.0097308304903e-10,1.62253019909543e-09,3.62534376539122e-10,8.85142699167614e-10,2.23589176765636e-09,1.69071159858771e-09,1.75899272534451e-09,1.83428433307447e-09,1.73030374948158e-09,2.08067717203398e-09,1.32237177048752e-09,7.31651683608626e-10,9.90802154173992e-10,2.47340509913593e-10
MAZ,4.31100728124568e-10,1.00579643666836e-09,1.09665078046426e-09,1.60856160770626e-09,2.55664148628066e-09,4.02853567931044e-10,1.10472285927991e-09,2.36541427326324e-09,7.74923330805309e-10,0,1.11573645139599e-09,4.41993855750003e-10,0,2.88681480027703e-10
AC009133.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGR1,4.00498481081073e-10,0,0,0,0,0,0,0,0,0,0,0,0,0
AC009133.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVP,1.24444811125912e-08,6.6093091120869e-09,1.60140674460456e-08,4.34904229328121e-09,8.08477225596891e-09,1.84692254070619e-08,1.2117648381497e-08,7.60317616503542e-09,7.42552992762563e-09,1.02623178441156e-08,2.03821647327754e-09,1.90784777573263e-08,9.66231814418932e-09,1.71886094317822e-08
CDIPT,9.49941339966495e-09,3.10877172437717e-08,1.08053396927315e-08,2.72536662800187e-08,1.68934875531843e-08,3.31912441584219e-08,0,1.45711734409829e-08,2.43994914576341e-08,3.26027805143611e-08,8.03378448254987e-09,2.36400405483865e-08,6.78328310404119e-09,9.1829154969328e-09
KCTD13,3.00305039848703e-10,0,1.52238662196226e-09,5.29474217013073e-10,2.83017232529219e-09,3.23432488784642e-10,1.27339590587804e-09,0,6.83367467245961e-10,0,1.42085208737857e-09,0,0,0
CTD-2574D22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM219,5.5877399245834e-07,2.57260438847618e-07,4.63381047131844e-07,3.62183309964216e-07,2.15269277047374e-07,5.0782647884532e-07,1.85153202297152e-07,6.71395190883123e-08,2.34082770153926e-07,1.61958313882787e-07,6.99042156874516e-08,5.72299967851221e-07,1.10579110698408e-07,4.94299854529941e-07
TAOK2,5.39769102926569e-09,0,3.4149056492905e-08,0,0,0,0,1.69510852666152e-08,0,0,0,0,0,0
HIRIP3,3.2408771766138e-11,3.26330870943993e-10,8.4588686214293e-11,1.39711221083976e-10,4.56218357495849e-10,2.32657071641847e-10,1.66118666614345e-10,5.78796618647153e-10,1.76933087919045e-10,4.07649564723026e-10,3.30111084119427e-10,4.12996955921705e-10,0,7.91192921336323e-11
INO80E,6.95648682254602e-11,2.43159386091915e-10,0,0,0,3.19408357529334e-10,6.16473070158112e-10,2.00710201206551e-10,1.80478483915772e-10,1.13876451511022e-09,9.57253289076782e-11,2.51430723787091e-10,5.00846546959709e-10,8.85327184121792e-11
ALDOA,2.90550427630036e-07,1.65746589455324e-07,3.84061444565482e-07,1.75166211355563e-07,1.61442121211387e-07,2.7105152465143e-07,1.78005008489136e-07,1.36033517637894e-07,9.57605050972635e-08,1.23489753236612e-07,2.41931111392893e-07,2.02895337368281e-07,7.53943369528542e-08,1.72418811588598e-07
PPP4C,4.6740870648311e-08,2.17123952925752e-08,4.68063321652191e-08,2.24648226355334e-08,3.32093112842752e-08,3.6568403090849e-08,1.88750753605726e-08,2.48719646285255e-08,2.37610479903261e-08,1.9380593045626e-08,3.21401511162816e-08,3.79542398988432e-08,2.22343255657315e-08,3.07551687067788e-08
TBX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPEL3,3.56903786695224e-09,1.39722304554952e-08,8.946926194598e-09,3.50109723319876e-08,4.72372718288164e-08,7.69148383791942e-09,1.53873903447135e-08,1.16411568276994e-08,1.29053134333739e-08,1.75890681391591e-08,4.12488553027745e-09,1.58772684182314e-09,3.94203486510873e-09,2.79954608304767e-09
RP11-455F5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK3,4.59606947463166e-10,6.09221690287738e-10,7.87078976916512e-10,0,1.11149633810306e-09,4.91314707940618e-10,0,4.87929897110609e-10,0,0,4.02379982957402e-10,0,0,0
CORO1A,1.97672237272149e-06,5.57420677420651e-06,6.42619632844516e-06,8.21294873736116e-06,4.26966076381512e-06,1.00984923218064e-05,1.06541673531941e-05,3.9229931179646e-06,5.47818012074021e-06,8.90344778401606e-06,3.26065730245588e-06,3.00232064214081e-06,4.44603161989938e-06,3.34598013667721e-06
RP11-455F5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOLA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT1A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD2BP2,1.0523434015033e-08,8.440940246192e-09,8.12248164053371e-09,8.77164361068259e-09,5.16367807681832e-09,9.40485970866997e-09,6.31825404052732e-09,3.62053262562051e-09,3.20151562346209e-09,1.0296857506069e-08,1.25991523868343e-08,8.54736930271568e-09,6.79758705592531e-09,7.79484376758165e-09
TBC1D10B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYLPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF48,0,1.06569043921882e-08,0,3.15795833774265e-08,1.08934986808101e-08,0,8.13765640518365e-09,0,8.65649501425098e-09,0,1.93666624970544e-08,0,0,0
SEPT1,6.57157527178341e-09,6.03096150257393e-08,1.50985502247132e-08,5.56842666959262e-08,2.65845265078394e-08,4.06629844539687e-09,6.34122006726771e-08,5.5856692126304e-08,4.58780769958105e-08,4.73529281796441e-08,2.27823398019561e-08,6.7253059765578e-08,2.34868031546266e-08,5.56647085566304e-09
ZNF771,2.12350985174558e-10,0,1.31642206945e-09,0,0,0,0,0,0,0,1.1242328101789e-09,1.66326262439884e-09,0,0
DCTPP1,1.99208227093152e-08,1.22668693021056e-07,6.90884039047125e-08,1.28573417350242e-07,1.32773148268664e-07,1.26617614675554e-07,2.50591505382668e-07,1.60913362779116e-07,1.31779791689088e-07,0,1.14763495669492e-06,2.95098515366083e-07,2.41795286358375e-07,4.33170695238987e-08
SEPHS2,4.5452715485464e-08,9.02572914728542e-08,7.1933237408049e-08,3.71948194668181e-08,1.30361040614861e-07,2.13846061326223e-08,1.27260190787476e-07,8.67793174876327e-08,8.82117100173996e-08,8.32608713410096e-08,6.63022801016094e-08,1.56178211698533e-07,6.532838656006e-08,4.40041118852861e-08
ITGAL,4.67280059317762e-07,1.44671546145627e-06,5.50094578629767e-07,0,3.41832499236263e-06,1.86477143631974e-06,5.01502443987352e-07,0,1.54863408595051e-06,6.00143801901547e-06,0,6.29568726384893e-07,0,3.80313706177e-07
ZNF768,8.61397839797492e-11,5.83016202999644e-10,1.14235282046816e-09,0,2.04056891715463e-09,0,0,0,0,0,0,0,0,0
ZNF747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC002310.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF764,7.38132610267034e-11,4.59012807773104e-10,0,1.00297190070928e-09,0,2.82493989325864e-10,0,2.83422860537694e-10,0,0,5.94370687372535e-10,3.23651740271443e-10,0,0
ZNF688,2.63616455388341e-10,6.82413582549695e-10,0,3.9959120141104e-10,8.76564086064347e-10,6.02336839362345e-10,7.44051016915559e-10,2.17267738004296e-10,9.29446617323634e-10,6.94801296504756e-10,3.02700356045929e-10,3.57535406513702e-10,0,1.12783874904784e-10
ZNF785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF689,3.10567543718755e-11,4.49664502341855e-11,0,8.7991073336041e-11,1.50945901180957e-10,1.03213869538528e-10,0,4.31231354896948e-10,3.59180841313052e-10,3.05242782569503e-10,8.45963295268225e-11,1.61155289643079e-10,1.7660933884353e-10,0
PRR14,2.61798349855934e-07,2.99991389817588e-07,8.85794894905677e-07,3.6582759807435e-07,4.82863683909944e-07,5.13161598209876e-07,3.28725069903723e-07,1.0853122136871e-06,3.45881690905103e-07,0,3.61416980423934e-07,5.93229038179214e-07,4.00026015593157e-07,6.65665390439645e-07
FBRS,0.000293095065513788,6.67259211467171e-05,0.000208258921871339,0,0.000397772785374506,0.000228476715107921,0.000156299557205542,0.00132050865277632,0.000264032958436665,0,0.000401252375178161,0.000364104625921803,0,0.000310789194412936
RP11-146F11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRCAP,3.10407842598867e-05,3.36295295114168e-05,1.72840212708695e-05,0,0,2.53911344411453e-05,1.5496178878663e-05,2.13059676287355e-05,5.54159580861351e-05,0,1.79277047507202e-05,8.01624785017392e-05,4.56707058382877e-05,0
PHKG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16orf93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF40,4.08435578190547e-08,4.56994705086481e-08,4.73616951911344e-08,9.76942654017382e-08,0,3.10503469145979e-08,0,0,6.91711905088938e-08,0,3.21141178448644e-08,8.55271464653512e-08,0,1.97774946106419e-08
ZNF629,1.28413664694213e-08,4.19310461950088e-08,7.9265124997913e-08,0,0,0,0,0,0,0,8.42268098145656e-08,0,0,1.16073806465185e-07
BCL7C,5.04784323599104e-08,2.53753406349801e-07,1.87012097773917e-07,2.7161422693185e-07,4.05215766967454e-07,2.41777387103556e-07,5.28677441892618e-07,1.40204295812587e-07,2.76012902862408e-07,1.74069631358602e-06,1.73826869917048e-07,7.63141710595968e-08,5.70778367388142e-07,4.42477600592138e-07
MIR4519,1.32297600820166e-11,0,1.03570191365599e-10,1.33670970434239e-10,0,0,0,0,1.50964519274978e-10,0,9.50055895925828e-11,0,0,0
CTF1,0,0,0,0,0,0,0,0,0,0,0,4.33386648420837e-08,0,0
FBXL19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORAI3,5.85292075574489e-10,3.15446181225973e-10,1.92554485906863e-09,1.24953642877617e-09,5.07675062056374e-10,1.13323302187774e-09,1.26581456867943e-09,0,0,0,1.46190300985218e-10,4.86226376863341e-10,8.78072289942948e-10,3.07374557668937e-10
SETD1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD3B7,2.01850827066584e-10,0,0,0,0,0,0,0,0,0,0,0,0,1.11369254268021e-10
